DATE	HANDLES	WS	VM	COMMITSIZE
02/19/2015 08:08:00	67825	665580	1321124	1079760
02/19/2015 08:08:00	62805	665580	1321124	1079760
02/19/2015 08:08:00	57300	665580	1321124	1079760
02/19/2015 08:08:01	51720	665580	1321124	1079760
02/19/2015 08:08:01	45729	665580	1321124	1079760
02/19/2015 08:08:01	39341	665580	1321124	1079760
02/19/2015 08:08:01	32285	600864	1321124	1015068
02/19/2015 08:08:01	11337	539096	1321124	957388
02/19/2015 08:08:01	4057	488836	1321124	906692
02/19/2015 08:08:01	379	488388	1324056	910952
02/19/2015 08:08:01	379	488704	1324056	910952
02/19/2015 08:08:01	379	489280	1324056	911808
02/19/2015 08:08:01	443	488508	1324056	910792
02/19/2015 08:08:01	1048	488744	1324056	911028
02/19/2015 08:08:01	1552	489064	1324056	911352
02/19/2015 08:08:02	2112	489632	1324056	911928
02/19/2015 08:08:02	2716	489880	1324056	912176
02/19/2015 08:08:02	2944	489940	1324056	912236
02/19/2015 08:08:02	3236	489976	1324056	912272
02/19/2015 08:08:02	5544	490172	1324056	912452
02/19/2015 08:08:02	6196	490176	1324056	912452
02/19/2015 08:08:02	6788	490184	1324056	912464
02/19/2015 08:08:02	7392	491240	1325100	913520
02/19/2015 08:08:02	8064	491252	1325100	913532
02/19/2015 08:08:02	8620	491252	1325100	913532
02/19/2015 08:08:03	9252	491256	1325100	913532
02/19/2015 08:08:03	9948	491256	1325100	913532
02/19/2015 08:08:03	10439	491280	1325100	913556
02/19/2015 08:08:03	11068	491280	1325100	913556
02/19/2015 08:08:03	11700	491280	1325100	913556
02/19/2015 08:08:03	12260	491292	1325100	913568
02/19/2015 08:08:03	12884	491296	1325100	913568
02/19/2015 08:08:03	13480	491296	1325100	913568
02/19/2015 08:08:03	14080	492348	1326140	914620
02/19/2015 08:08:03	14736	492372	1326140	914644
02/19/2015 08:08:03	15432	492376	1326140	914644
02/19/2015 08:08:03	16096	492400	1326140	914668
02/19/2015 08:08:03	16796	492400	1326140	914668
02/19/2015 08:08:04	17244	492408	1326140	914680
02/19/2015 08:08:04	17656	492424	1326140	914692
02/19/2015 08:08:04	18116	492448	1326140	914716
02/19/2015 08:08:04	18692	492720	1326140	914992
02/19/2015 08:08:04	20792	498824	1326140	921096
02/19/2015 08:08:04	21356	499592	1326140	921864
02/19/2015 08:08:04	21844	500852	1326140	923124
02/19/2015 08:08:04	22364	502396	1326140	924676
02/19/2015 08:08:04	23004	503908	1326140	926188
02/19/2015 08:08:04	23688	505420	1326140	927700
02/19/2015 08:08:04	24408	507184	1326140	929464
02/19/2015 08:08:05	25060	508696	1326140	930976
02/19/2015 08:08:05	25616	510460	1326140	932740
02/19/2015 08:08:05	26228	511736	1326140	934020
02/19/2015 08:08:05	27040	514256	1326140	936540
02/19/2015 08:08:05	27628	515044	1326140	937336
02/19/2015 08:08:05	28177	519144	1328220	941440
02/19/2015 08:08:05	28932	521416	1328220	943708
02/19/2015 08:08:05	29536	523184	1328220	945472
02/19/2015 08:08:05	30153	523956	1328220	946248
02/19/2015 08:08:05	30624	525720	1328220	948012
02/19/2015 08:08:05	30924	526224	1328220	948516
02/19/2015 08:08:05	31361	527232	1328220	949524
02/19/2015 08:08:06	31945	528744	1328220	951036
02/19/2015 08:08:06	32500	530256	1328220	952548
02/19/2015 08:08:06	33132	532036	1328220	954332
02/19/2015 08:08:06	33696	534052	1328220	956348
02/19/2015 08:08:06	34308	535328	1328220	957628
02/19/2015 08:08:06	34924	536336	1328220	958636
02/19/2015 08:08:06	35520	538368	1328220	960672
02/19/2015 08:08:06	36096	540392	1328220	962688
02/19/2015 08:08:06	36860	541904	1328220	964200
02/19/2015 08:08:06	37520	542912	1328220	965208
02/19/2015 08:08:06	38216	545180	1328220	967476
02/19/2015 08:08:06	38836	546944	1328220	969240
02/19/2015 08:08:07	39472	548960	1328220	971256
02/19/2015 08:08:07	39984	549716	1328220	972012
02/19/2015 08:08:07	40604	551732	1328220	974024
02/19/2015 08:08:07	41245	553260	1328220	975556
02/19/2015 08:08:07	42960	557560	1328220	979860
02/19/2015 08:08:07	43732	560080	1328220	982380
02/19/2015 08:08:07	44636	562096	1328220	984396
02/19/2015 08:08:07	45268	564128	1328220	986412
02/19/2015 08:08:07	45816	565260	1328220	987544
02/19/2015 08:08:07	46492	567648	1328220	989932
02/19/2015 08:08:08	47128	569908	1328220	992192
02/19/2015 08:08:08	47765	572168	1328220	994452
02/19/2015 08:08:08	48312	573928	1328220	996212
02/19/2015 08:08:08	48924	575448	1328220	997716
02/19/2015 08:08:08	51560	584616	1328220	1006884
02/19/2015 08:08:08	52768	588760	1328220	1011028
02/19/2015 08:08:08	53388	591164	1328220	1013440
02/19/2015 08:08:08	54040	593048	1328220	1015324
02/19/2015 08:08:08	54833	595304	1328220	1017580
02/19/2015 08:08:08	55501	601728	1332380	1024004
02/19/2015 08:08:09	56064	603360	1332380	1025636
02/19/2015 08:08:09	56760	606376	1332380	1028652
02/19/2015 08:08:09	57304	607756	1332380	1030032
02/19/2015 08:08:09	57792	608512	1332380	1030788
02/19/2015 08:08:09	59172	613596	1332380	1034988
02/19/2015 08:08:09	59364	613720	1332380	1035112
02/19/2015 08:08:09	59640	615232	1332380	1035360
02/19/2015 08:08:09	60128	616628	1332380	1036436
02/19/2015 08:08:09	60720	618280	1332380	1038336
02/19/2015 08:08:09	61144	619676	1332380	1039856
02/19/2015 08:08:09	61600	621584	1332380	1042136
02/19/2015 08:08:10	62116	622928	1332380	1043656
02/19/2015 08:08:10	62648	624576	1332380	1045552
02/19/2015 08:08:10	63248	626864	1332380	1048212
